provinces;area;municipalities;wards;stations;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;015;Velamuva High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;018;Ethafeni Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;005;Samungu Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;003;Silambo Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;005;Hlungwini Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;005;Ngudwini Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;006;Manqindi Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;006;Hayinyama Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;005;Maqotha Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;018;Amatikulu Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;018;Woli / Siyamdumisa Farm;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;026;Habeni Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;009;Umlalazi Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;017;Wombane Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;003;Ummangaliso Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;006;Gcotsheni Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;006;Mombeni Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;019;Sabeka Community Centre;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;020;Nzuza Tribal Court;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;016;Hemfane Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;016;Emvutshini Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;017;Ivukayibambe Higher Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;016;Nomdumo Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;016;Magumbomane Lower Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;017;Ogaya Community Hcentre;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;020;St Maria Roman Catholic Church;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;019;Baleni Farm;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;021;Zinqobele Senior Secondary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;020;Obanjeni Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;019;Veleshowe Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;021;Lindelihle Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;014;Endlovini Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;014;Mpumaze Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;013;All Saints Catholic Church;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;010;Gawozi Junior Secondary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;014;Njingili High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;021;Sibambisene Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;022;Zimeme High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;014;Umhlatuzana Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;022;Isigodo Public Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;027;Dukaneni Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;027;Inyathi Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;026;Queen Nandi Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;027;Ndongande Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;025;Enqoleni Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;026;Bhekeshowe Community Centre;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;024;Mgitshwa High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;023;Ntshidi Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;023;Oyemeni Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;022;Sibhakuza Senior Secondary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;023;Mehlathathani Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;025;Ufasimba Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;024;Ngqamuzana Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;023;Nteneshana Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;004;Thembalesizwe Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;017;Enyezane Lower / Higher Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;010;Esiqwaqweni Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;013;Khanyangodumo Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;026;Elomoya Combined Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;002;Ceremony Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;001;Kwa-Biyela Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;009;Muntuyedwa Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;006;Mgebisa Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;013;Kwa-Mondi Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;003;Edakeni Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;007;Brocklee Farm;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;001;Hhashi High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;003;Ncekuya Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;003;Nomaphindela Creche;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;008;Nsukazi Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;023;Oyemeni Store Tent;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;002;Kwazikwakhe Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;008;Kholweni Community Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;009;Zibambele Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;010;Nkume Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;015;Siphezi Primary  School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;027;Mandawe Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;014;Entenjane Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;016;St Benedictine Church;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;017;Nxenjane Lower Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;025;Mngampondo Primary  School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;010;Mpungose Community Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;026;Maqhwakzi Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;025;Engonyameni Apostolic Church;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;022;Madolo Peace Centre Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;014;Siphoso High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;021;Yetheni Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;020;Obanjeni Creche;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;022;Mashananandana High  School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;007;Mathibelana Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;013;Kwamondi Tribal Court;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;024;Independent Baptist Church;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;005;Vulingqondo Store Tent;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;025;Kwa-Sibonda Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;015;Kwajazi Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;013;Kwamfana Creche;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;022;Mthintombi Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;002;Mamba One Stop Centre;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;004;Ndlongolwane High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;003;Mafunda High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;006;Biyela Community Service Centre;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;010;Babtist Church;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;016;NgobeS Site Tent;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;017;Dutch Reformed Church;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;020;Kwasibhamu Peace Centre;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;020;Bhekamanzimela Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;021;Khanyakufikile Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;024;St Savior Anglican Church;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;026;Matheku High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;012;King Dinuzulu Community Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;011;Eshowe Town Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;011;Sunnydale Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;007;Mpushini Park Community Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;012;Ubambiswano High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;011;Eshowe High School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;011;Sunnydale Peace Centre;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;013;Baqaqe Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;011;Norwood Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;012;Bonamuva Primary School;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;018;Gingindlovu Community Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;019;Mtunzini Town Hall;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;008;Ngunundu Temp Station (Tent);
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;008;Phaphama Peace Centre;
KwaZulu-Natal;KZN61: uMlalazi;uMlalazi;007;Seventh Day Adventist Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;028;Ngwelezane Hospital;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;011;Nhlangenyuke School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;011;Siyabonga High School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;034;Felixton Library;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;010;Qambokwethu Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;010;Mvuzemvuze Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;010;Mkhwanazi Tribal Court;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;010;Mbuyiseni Senior Secondary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;029;Eniwe Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;029;Buhlebethu Community Centre;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;027;Isigisi Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;029;Nqutshini Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;025;Kangiko School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;033;Sabokwe Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;031;Jabulani Disabled Centre;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;031;Holy Cross Anglican Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;033;Mambuka Combined Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;032;Ndondwane Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;025;Qhubandaba Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;031;Qhamuka High School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;032;Macekane Combined Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;032;Bhekikusasa High School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;005;Dover Combined School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;005;Hluma School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;006;Manzimpofu Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;006;Bhejane Community Hall;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;005;Bhejane School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;007;Sapokwe Training Centre;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;006;Mazimazane Creche & Pre School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;029;Ndabayakhe Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;032;Mkhonto High School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;008;Gwejobomvu SS School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;005;Nsezi Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;011;Nsiwa Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;025;Christian Bethan Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;024;Khanyisani Creche;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;031;Ebingoma Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;010;Ongoye Lutheran Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;011;Zicabangele Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;032;Malongweni Store;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;032;Thandokuhle Creche;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;031;Ngogodo Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;033;Sikhanyisele Centre;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;011;Nikiza High School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;005;Ezishabeni Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;031;Siphiwayinkosi Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;029;Ngqolothi Lutheran Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;031;Fatima Roman Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;032;Ubizo Traditional Administrative Council (Tac);
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;031;Macekane Creche;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;032;Zenzele Creche;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;006;The House Of Apostles Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;024;Amangwe High School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;025;Nkosazana Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;028;Bomvini Creche;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;023;Heuweland Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;028;Ngwelezane Civic Centre;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;023;Empangeni Civic Centre;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;009;Grantham Park Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;024;Qalakabusha Correctional Services;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;027;Pesheya Combined Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;024;Roman Catholic Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;009;Wood And Raw Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;027;Nongweleza Daycare Centre;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;028;Thanduyise High School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;023;Siyakhanyisa Primary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;009;Richem Senior Secondary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;024;Umhlathuze Chreche;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;027;Ekwethabeni Lutheran Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;023;Empangeni Preparatory School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;008;Tholokuhle Senior Secondary School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;007;Nseleni Lutheran Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;030;Ongoye High School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;005;Kwazulu-Natal Nature Conservation;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;006;Nseleni Community Hall;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;034;Student Centre At Unizulu;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;007;Full Gospel Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;034;African Gospel Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;030;Apostolic Faith Mission Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;029;Amazing Grace Church;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;011;Phembokuhle Pr School;
KwaZulu-Natal;KZN62: Empangeni;uMhlathuze;005;Living Word Afm;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;018;Mntokhona Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;014;Gobandlovu Community Hall;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;018;Mhlanga Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;018;Injabuloyesizwe School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;022;United National Church Lutheran;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;022;Amandosi Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;013;Amabuye Combined School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;016;Qhubekani Creche And Pre-School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;013;Ndesheni High School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;015;Ncombo Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;012;Maqhama Combined Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;012;Mcabango High School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;014;Matamzana Dube School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;020;Dlamvuzo Ss School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;019;Restoration Of Hope Church;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;015;Ntabeni Pr School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;014;Holy Bible Focused Church;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;016;Bajabulile Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;015;Engalangala Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;012;Kwamakhanda Store;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;014;Dube Village Church;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;013;Mkhobosa Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;017;Esikhawini Parks Depot;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;016;The Church Of Jesus Christ Of Latter Day Saints;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;012;Mandlankala Community Hall;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;013;Empembeni Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;014;Mandlankala Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;014;Gobandlovu Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;015;Mjabuliseni Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;016;Christian Ekukhanyeni Creche  And Pre School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;022;South African General Mission (Sagm);
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;004;Birdswood Secondary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;017;Tisand Technical High School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;002;Veldenvlei Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;021;Magistrate Office;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;019;Mdlamfe High School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;019;Sikhulange Mfundo Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;017;Hlamvana High School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;020;Enkanyisweni Congregation Lutheran Church;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;002;Richards Bay Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;001;Ags Lewende Waters;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;012;Umhlathuze Farm Pr School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;026;Aquadene Community Hall;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;026;Brackenham Community Hall;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;003;Richardia Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;003;Arboretum Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;004;Mandlanzini Community Hall;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;001;Sitholinhlahla Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;021;Ikhandlela Junior Secondary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;021;Ethakasani Primary School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;004;Lizwi High School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;020;Esikhawini Evangelical Church;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;002;Bay Hall;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;003;John Ross College;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;002;St Andrews Anglican Church;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;003;Veldenvlei Community Centre;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;004;Mandlazini Assembles Of God;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;021;Holiness Union Church;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;026;Richards Bay Sec School;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;001;Nawe Zifunze Disabled And Orphan Centre;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;003;Evangelical Church R/Bay;
KwaZulu-Natal;KZN63: Richards Bay;uMhlathuze;015;Christian Unity Church;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;013;Umsunduze Primary School School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;008;Mcathu Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;001;Hulett Combined Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;001;Glenmil Babtist Church;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;001;Parukabad Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;017;Isaviyo Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;017;Emanyonini Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;017;Ezimpondweni Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;016;Ntendeni Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;019;Inhlanganiso Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;008;Mapholoba Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;019;Vulela Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;015;Dumezweni School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;002;Insuzegcwenza Combined Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;002;Amabutho Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;002;Dalibo Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;012;Ikhohlwa Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;010;Magongolo Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;003;Kwaphiyose;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;003;Ml Sultan Kraanskloof School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;006;Simunye  High School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;011;Ntathakusa Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;003;Kruisfontein Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;006;Siyazakha Creche;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;002;Gcwensa Hall;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;008;Qinisani High School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;007;Mary Grey Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;002;Wewe Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;010;Maqokomela Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;010;Ntabaskop Lower Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;009;Sotobe High School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;009;Mayelesweni Lower Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;009;Montobello Hospital;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;009;Nondabula Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;019;Kwa-Simamane Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;019;Esigedleni Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;019;Bhekamafa Combined Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;016;Gweni Lower Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;019;Mantingwane Combined Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;016;Maduna Combined Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;016;Kwamkhumbuzi Primary School;
KwaZulu-Natal;KZN64: Ndwedwe;Ndwedwe;015;Jonny Makhathini Civic Centre;
